s_no,brand_name,description
Jack & Jones,Jack & Jones,"Navy blue, beige and brown striped casual blazer , has a notched lapel, single-breasted with two button closure, long sleeves, three pockets, double-vented on the back, attached lining with two inbuilt pockets"
263,AURELIA,"Green solid knitted churidar leggings, has an elasticated waistband with slip-on closure"
263,AURELIA,"A pair of beige solid woven straight fit cropped palazzos with shimmery effect, has a partially elasticated waistband with slip-on closure"
Lavie,Lavie,"Yellow textured shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
141ROGN,WROGN,"Red solid T-shirt, has a polo collar, and short sleeves"
141ROGN,WROGN,"Khaki solid mid-rise trousers, button closure, and 4 pockets"
215,Kryptic,"Maroon and navy blue printed T-shirt, has a polo collar, short sleeves"
263,AURELIA,"Red and golden yoke design kurta with skirt and dupattaRed embroidered detail straight knee length kurta, has a mandarin collar, three-quarter sleeves, multiple slitsRed and golden printed skirt, has elasticated waistband, slip-on closureRed and golden printed dupatta, has printed border"
76,Puma,Blue backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
141ROGN,WROGN,"Navy Blue solid casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket"
141ROGN,WROGN,"Black solid bomber jacket, has a mock collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining"
263,AURELIA,"A pair of White solid woven flared fit cropped Palazzos, opaque, and slip-on closure"
263,AURELIA,"White and Blue printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
141ROGN,WROGN,"Green and black striped pullover sweater, has a round neck, long sleeves, and ribbed hem"
141ROGN,WROGN,"Blue medium wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops"
141ROGN,WROGN,"Navy Blue and Burgundy colourblocked T-shirt, has a round neck, and long sleeves"
115,HERE&NOW,"Black solid jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
76,Puma,Multicoloured backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
GERUA,GERUA,"Off-White, blue and green printed kurta with trousersOff-White, blue and green printed straight calf length kurta, has a mandarin collar, short sleeves, hook and eye closure, straight hem, side slitsOff-White, blue and green striped trousers, has partially elasticated waistband, slip-on closure, two pockets"
263,AURELIA,"Off-White and Mustard yellow printed knitted winter straight kurta, has a round neck, long sleeves, straight hem, and side slits"
ANTS,ANTS,"Olive Green solid mid-rise accordian pleated cropped trousers, has an elasticated waistband with slip-on closure"
141ROGN,WROGN,"Navy Blue and Black printed T-shirt, has a round neck, and short sleeves"
263,AURELIA,"Navy blue, white and red printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
215,Kryptic,"Grey melange and black checked T-shirt, has a polo collar, and short sleeves"
Lavie,Lavie,"Mint green solid handheld bag, has a zip closure1 main compartment, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
263,AURELIA,"Burgundy and golden printed kurta with palazzos and dupattaBurgundy and golden printed straight calf length kurta, has a round neck, three-quarter sleeves, side slits, tie-up closure on the backBurgundy solid palazzos, has partially elasticated waistband, slip-on closureBurgundy and golden solid dupatta, has taping border"
263,AURELIA,"A pair of Golden solid knitted straight fit cropped palazzos with shimmery effect, has an elasticated waistband with slip-on closure"
141ROGN,WROGN,"Grey light wash 5-pocket mid-rise jeans, clean look, light fade, and waistband with belt loops"
115,HERE&NOW,"Grey solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem, two insert pockets"
Bo141nBee,BownBee,"This clothing set consists of top and dhoti pantsGreen and yellow colourblocked top with embroidered detail, has a halter neck, sleevelessYellow solid dhoti pants, has a slip-on closure"
justpeachy,justpeachy,Silver-Toned oxidised Dome Shaped EarringsSecured with a post and back
263,AURELIA,"Olive green and pink printed layered straight kurta, has a round neck, long sleeves, and straight hem"
263,AURELIA,"Charcoal grey solid knitted winter straight kurta, has a mandarin collar, long sleeves, straight hem, button closure, one pocket and side slits"
Skechers,Skechers,Lens colour: BlueLens feature: UV Protected LensFrame material: MetalFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer
76,Puma,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
228,Style Quotient,"Peach-coloured solid low-rise culottes, has partially elasticated waistband with slip-on detail, and 2 pockets"
263,AURELIA,"Navy Blue and Golden printed straight kurta with sequinned detail, has a round neck, three-quarter sleeves, straight hem, and side slits"
263,AURELIA,"Pink and Golden striped straight kurta, has a round neck with sequins, three-quarter tie-up sleeves, asymmetric hem, and side slits"
263,AURELIA,"Charcoal checked mid-rise cropped cigarette trousers, button closure, zip fly and 2 functional back pockets, 2 front mock pockets"
263,AURELIA,"A pair of charcoal grey and silver printed woven flared fit palazzos, opaque, and slip-on closure"
Studio 242,Studio Voylla,Gold-Toned and Green Square Earrings and brass-plated Secured with a post and back
Bruno Manetti,Bruno Manetti,"A pair of round-toe brown horsebit loafers, has regular styling, slip-on detailSuede upperCushioned footbedTextured and patterned outsole"
Jack & Jones,Jack & Jones,"Blue medium wash 5-pocket low-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops"
238,Campus,"A pair of blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleLightweight comfort is complimented by lockdown support through the midfoot. Sleeker toe down provides better shape and enhanced breathability. MIDSOLE: Injected phylon provides cushioning and a smooth transition. Topline paint visually lowers profile without sacrificing performance. OUTSOLE: Full rubber coverage provides durability. Medial wrap up visually displays support. PROFILE: Premium value at an accessible price point, the Dart provides a performance solution for runners of all levels.Warranty: 30 daysWarranty provided by brand/manufacturer"
Lavie,Lavie,"Navy Blue solid hobo bag, has a zip closure1 main compartment, 2 external and 3 inner pocketsTablet sleeve: NoOne Handle with a detachable sling strap"
141ROGN,WROGN,"Off-white printed T-shirt, has a hood, and short sleeves"
244,MBOSS,"Brown solid laptop bagTwo Handles1 main compartment, has padded laptop sleeve1 external pocketTablet Sleeve: NoWarranty: 1 yearWarranty provided by brand/manufacturer"
28,Soie,Nude-Coloured solid full-coverage Minimizer bra Non Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort
115,HERE&NOW,"Navy Blue and maroon colourblocked sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem"
Bo141nBee,BownBee,"Mustard yellow solid straight kurta, has a mandarin collar, button closure, short sleeves, straight hem, and side slits"
215,Kryptic,"Black and grey printed T-shirt, has a polo collar, and short sleeves"
GIO COLLECTION,GIO COLLECTION,Lens colour: BrownLens feature: UV Protected LensFrame material: Plastic and MetalFrame style: Full RimBest suited for: Oval face shapeComes in a GIO COLLECTION coverWarranty: 1 yearWarranty provided by brand/manufacturer
115,HERE&NOW,"ReversibleTeal Green solid jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester liningOff-White and Olive Green printed jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester liningComes with a detachable hood"
Taavi,Taavi,"Special Technique/Craft:Kalamkari is a type of hand-painted or block-printed cotton textile, wherein motifs are inspired by the folklore and are hand-painted using the tool of kalam directly onto the fabric. The process involves washing, rinsing, soaking and bleaching the fabric and applying mordants and dyes using natural substances like indigo (blue), madder (red), mango bark (yellow) and palm sugar (black). Painting on the fabric is done with a kalam, charcoal and myrobalan paste.Design:Region: Andhra Pradesh and Madhya PradeshBlackStraight kurta with Kalamkari hand-block printMandarin collarLong sleeves with roll-up tabsButton closureCraft: Kalamkari Hand block printDisclaimer:This is a handcrafted kurta and is prone to colour bleeding due to the use of natural dyes The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment."
GIO COLLECTION,GIO COLLECTION,Lens colour: GreyLens feature: UV Protected LensFrame material: Plastic and MetalFrame style: Full RimBest suited for: Oval face shapeComes in a GIO COLLECTION coverWarranty: 1 yearWarranty provided by brand/manufacturer
263,AURELIA,"Teal green printed kurta with skirt and dupattaTeal green and silver printed straight knee length kurta, has a round neck, three-quarter sleeves, side slitsTeal green and silver printed skirt, has partially elasticated waistbandGreen solid dupatta, has taping border"
Lavie,Lavie,"Gunmetal-Toned textured zip around wallet, has a zip1 main compartment, 1 flap coin pocket9 card holders, 1 slip pocket, 1 zip pocket"
263,AURELIA,"Red and Golden printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
Y141C,YWC,"Black and White colourblocked T-shirt, has a round neck, and short sleeves"
263,AURELIA,"Blue, yellow and off-white printed straight kurta, has a round collar, three-quarter sleeves with tie-up detail, straight hem, and side slits"
229,SG YUVRAJ,"This Sherwani set consists of a sherwani and a pair of churidarBurgundy solid double-breasted sherwani, has a mandarin collar, button closures on the front, long sleeves, a welt pocket, multiple slitsA pair of brown solid woven churidar, has an elasticated waistband, slip-on closure.Comes with a pocket square and a brooch."
141ROGN,WROGN,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
141ROGN,WROGN,"Olive Green and Black striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Invincible,Invincible,Navy Blue solid high-rise pro compress performanceshorts and slip-on closure
263,AURELIA,"Navy Blue and pink printed knitted winter A-line kurta, has a round neck, long sleeves, and flared hem"
GERUA,GERUA,"Navy and pink printed woven midi A-line dress, has a keyhole neck, short sleeves, and flared hem"
263,AURELIA,"A pair of yellow solid ankle-length leggings, has an elasticated waistband with a slip-on closure"
263,AURELIA,"Maroon and golden printed straight kurta with tassel detail, has a keyhole neck, three-quarter sleeves, straight hem, and side slits"
263,AURELIA,"Beige self design overcoat, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, fleece lining"
141ROGN,WROGN,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
263,AURELIA,"Charcoal grey solid knitted churidar length leggings, has an elasticated waistband"
Lavie,Lavie,"Red solid sling bag, has a zip closure1 main compartment, 2 inner pockets, 1 external pocketTablet sleeve: NoHas non-detachable sling strap"
Global Desi,Global Desi,Brown solid backpackNon-Padded haul loop1 main compartment with magnetic button & drawstring closureHas 3 inner pocketsNon-Padded backPadded shoulder strap: Non-PaddedWater-resistance: No
ONLY,ONLY,"Peach-coloured self-striped shirt, has a spread collar, a full button placket, long sleeves, two chest pockets, a lace yoke on the back, a curved hem"
Alena,Alena,"Blue solid mid-rise cropped cigarette trousers, has a partially elasticated waistband with concealed zip closure, and 1 pocket"
yelloe,yelloe,"Black solid sling bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve: No"
GERUA,GERUA,"Peach-coloured, red and olive green printed A-line kurti with pleated detail, has a mandarin collar, long puff sleeves, flared hem, button closures"
Studio 242,Studio Voylla,Silver-Toned and Yellow Circular Earrings and silver-plated Secured with a post and back
263,AURELIA,Mustard yellow and Golden printed dupatta
Lavie,Lavie,"Olive Green and off-white colourblocked three fold wallet, has a button closure1 main compartment13 card holder, 1 id card holder 2 external pockets, 4 slip pockets"
263,AURELIA,"Pink and golden printed A-Line kurta with layered and tie-up detail, has a round neck, three-quarter sleeves, flared hem, metal closure on the front, and side slits"
263,AURELIA,"Off-White, navy blue and red printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
American Cre141,American Crew,"Blue dark wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops"
143,Ecko Unltd,"Navy Blue and Beige checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
263,AURELIA,"Mustard yellow yoke design A-line winter kurta with tie-up detail, has a round neck, long sleeves, flared hem, hook and eye closures"
263,AURELIA,"Green woven design shawl, has taselled border"
GERUA,GERUA,"Blue and Pink printed woven maxi dress with tasselled detail, has a keyhole neck with hook-and-eye closure, short sleeves, and flared hem"
Y141C,YWC,"Grey single-breasted formal blazer, has a notched lapel, single-breasted with double button closures, long sleeves, three welt pockets on the front, double vented hem on the back"
263,AURELIA,"Pink and golden yoke design kurta with palazzos and dupattaPink and golden A-line knee length kurta, has a round neck, three-quarter sleeves, side slitsPink and golden printed palazzos, has partially elasticated waistband, slip-on closurePink solid dupatta, has taping border"
justpeachy,justpeachy,Bronze-Toned and Pink Dome Shaped Earrings Secured with a post and back
141ROGN,WROGN,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
justpeachy,justpeachy,Gold-Toned Circular Earrings and has artificial beads Secured with a post and back
Duke,Duke,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
150,Harvard,A pair of navy blue solid flip flopsSynthetic upper materialCushioned footbedPatterned rubber outsole
249,GIORDANO,"Beige solid shoulder bag, has a zip closure1 main compartment, 4 inner pocketsTablet sleeve: NoTwo HandlesWarranty: 1 yearWarranty provided by brand/manufacturer"
justpeachy,justpeachy,Silver-Toned oxidised Geometric oversized studsSecured with a post and back
141ROGN,WROGN,"Navy Blue solid jacket, has a stand collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining"
263,AURELIA,"Coral red and white striped straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
Y141C,YWC,"Blue self-design casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
263,AURELIA,"Charcoal grey solid straight kurta, has a shirt collar, three-quarter sleeves, button closure, 2 pockets, curved hem, and side slits"
justpeachy,justpeachy,Silver-Toned Circular Earrings Secured with a lever back
263,AURELIA,Grey solid Dupatta with sheen effect
Lavie,Lavie,"Grey solid shoulder bag, has a zip closure2 main compartments, 1 external and 3 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
76,Puma,Design Details:Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoLaptop Size: Upto 15 inchWarranty: 1 yearWarranty provided by brand/manufacturer
141ROGN,WROGN,"Grey light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
141ROGN,WROGN,"Grey Camouflage Printed jacket, has a stand collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester"
141ROGN,WROGN,"Olive Green solid biker jacket, has a stand collar, 4 pockets, zip closure, long sleeves, straight hem, and polyester"
263,AURELIA,"A pair of Navy Blue solid shimmery knitted straight leg fit Palazzos, has a partially elasticated waistband, opaque, and slip-on closure"
Lavie,Lavie,"Dusty pink solid shoulder bag with embellished detail, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
Lavie,Lavie,"Mustard yellow solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo handles with a detachable sling strap"
263,AURELIA,"Green and golden printed kurta with palazzos and dupattaGreen and golden printed straight knee length kurta with sequinned detail, has a round neck, three-quarter sleeves, side slitsGreen and golden printed palazzos, has partially elasticated waistband, slip-on closureGreen solid dupatta, has taping border"
Kraft Cellar,Kraft Cellar,"A pair of pink open toe peep toes, has mid-top styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
263,AURELIA,"Green and golden woven maxi flared skirt, has an elasticated waistband with slip-on closure, flared hem"
76,Puma,Blue backpackNon-Padded haul loop2 main compartments with zip closurePadded Mesh backMultiple PocketsPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
Studio 242,Studio Voylla,Silver-Toned and Green Geometric Earrings and silver-plated Secured with a post and back
Lavie,Lavie,"Mustard yellow solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
115,HERE&NOW,"Charcoal grey solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem"
GIO COLLECTION,GIO COLLECTION,Lens colour: GreyLens feature: UV Protected LensFrame material: PolycarbonateFrame style: Full RimBest suited for: Oval face shapeComes in a GIO COLLECTION coverWarranty: 1 yearWarranty provided by brand/manufacturer
176,CODE by Lifestyle,Black printed mid-rise trousers and zip closure
Lavie,Lavie,"Purple solid zip around wallet, has a zip closure2 main compartment11 card holders, 1 ID card holder3 slip pockets"
263,AURELIA,"A pair of Green and Golden self-design knitted straight fit winter Palazzos, opaque, and slip-on closure"
263,AURELIA,"Orange self-checked dupatta, has a tasselled border"
Skechers,Skechers,Lens colour: GreyLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer
Lavie,Lavie,"Maroon solid hobo bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoOne Handle"
justpeachy,justpeachy,Rose Gold Dome Shaped Earrings and has artificial stones Secured with a post and back
263,AURELIA,"Pink and off-white printed kurta with churidarPink and off-white printed Anarkali calf length kurta, has a round neck, three-quarter sleeves, flared hemPink solid churidar, has slip-on closurePink and off-white printed dupatta, has solid border"
Blisscovered,Blisscovered,Blue and Gold-toned Geometric Earrings and has artificial beads Secured with a post and back
141ROGN,WROGN,"Charcoal Grey dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
Kraft Cellar,Kraft Cellar,"A pair of gold-toned open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole"
141ROGN,WROGN,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
76,Puma,Design Details:Black backpackNon-Padded haul loop2 main compartments with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoLaptop Size: Upto 16 inchWarranty: 3 monthsWarranty provided by brand/manufacturer
228,Style Quotient,"Olive green solid mid-rise culotted, has slip-on closure, and 2 pockets"
GIO COLLECTION,GIO COLLECTION,Lens colour: GreyLens feature: UV Protected LensFrame material: Plastic and MetalFrame style: Full RimBest suited for: Oval face shapeWarranty: 1 yearWarranty provided by brand/manufacturer
GAP,GAP,"Standout, specially designed graphics let you be you.Cozy in French TerryLong sleeves with banded cuffHooded neckline, zip frontGraphic at chestKanga pocketsBanded hem"
justpeachy,justpeachy,Nude-Coloured Teardrop Shaped Earrings and has artificial beads Secured with a post and back
Alina decor,Alina decor,Set content: 2 Cushion CoversColour: Black and gold-tonedShape: RectanglePattern: Self DesignOrnamentation: EmbellishedClosure: Zip
MANOHARI,MANOHARI,"Design Detail:Blue and black embroidered saree, has an embroidered borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers."
263,AURELIA,"Green and golden printed kurta with trousersGreen and golden Anarkali calf length kurta, has a round neck, three-quarter bell sleeves, flared hem, front slit, hook-and-eye closureGreen Solid trousers, has partially elasticated waistband, slip-on closure"
76,Puma,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
141ROGN,WROGN,"Grey printed jacket, has a mandarin collar, 2 pockets, zip closure, long sleeves, straight hem, and unlined "
263,AURELIA,"Peach-coloured self-design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
141ROGN,WROGN,"White printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
GERUA,GERUA,"Blue and white printed A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem, front slit,"
justpeachy,justpeachy,Gold-Toned Contemporary Earrings and has artificial beads Secured with a post and back
263,AURELIA,"Pink solid mid-rise trousers, slip-on closure, 1 pockets"
263,AURELIA,"A pair of charcoal grey solid chambray woven palazzos, has partially elasticated waistband, two pockets"
263,AURELIA,"Purple and white woven design straight kurta with sequinned detail, has a round neck, three-quarter sleeves, straight hem, side slits"
263,AURELIA,"A pair of red shimmer detail knitted straight fit palazzos, opaque, slip-on closure"
justpeachy,justpeachy,Silver-Toned Oxidised Circular EarringsSecured with a fish hook earwire
141ROGN,WROGN,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
263,AURELIA,"Teal blue and golden printed kurta with palazzos and dupattaTeal blue and golden printed A-line calf length kurta, has a round neck, three-quarter sleeves, front slit, flared hem Teal blue and golden printed palazzos, has partially elasticated waistband, slip-on closureTeal solid dupatta, has taping and tasselled border"
141ROGN,WROGN,"White and black printed T-shirt, has a round neck, and short sleeves"
228,Style Quotient,"Maroon, white and black striped high-rise trousers, has partially elasticated waistband with slip-on detail, and 2 pockets"
215,Kryptic,"Navy blue printed T-shirt, has a polo collar, and short sleeves"
141ROGN,WROGN,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
Global Desi,Global Desi,"Navy Blue tassel detail shoulder bag, has a button closure1 main compartment, 3 inner pocketsTablet sleeve: NoTwo Handles"
Bo141nBee,BownBee,"Black and grey printed straight kurta, has a mandarin collar, button closure, short sleeves, straight hem, and side slits"
GIO COLLECTION,GIO COLLECTION,Lens colour: GreyLens feature: UV Protected LensFrame material: Plastic and MetalFrame style: Full RimBest suited for: Oval face shapeComes in a GIO COLLECTION coverWarranty: 1 yearWarranty provided by brand/manufacturer
228,Style Quotient,"Burgundy solid woven peplum top, has a V-neck, short puff sleeves, and button closures"
263,AURELIA,"Navy Blue striped straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
263,AURELIA,"Navy blue solid high-rise cropped parallel trousers with button detail, has partially elasticated waistband with button closure, zip fly"
Alina decor,Alina decor,Set content: 2 Cushion Covers Colour: White Shape: Rectangle Pattern: Self Design Closure: Zip
Lavie,Lavie,"Navy Blue, black and white checked handheld bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
263,AURELIA,"Grey Melange and Navy Blue woven design knitted winter straight kurta, has a round neck, long sleeves, straight hem, and side slits"
263,AURELIA,"Olive green and Golden printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits, hook closures"
141ROGN,WROGN,"Charcoal grey solid jacket, has a mock collar with concealed hood, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining"
Alina decor,Alina decor,Set content: 2 Cushion CoversColour: Yellow and silver-tonedShape: RectanglePattern: Ethnic MotifsOrnamentation: EmbellishedClosure: Zip
Kraft Cellar,Kraft Cellar,"A pair of beige & black peep toe peep toes, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a stiletto heel"
Studio 242,Studio Voylla,Silver-Toned and White Teardrop Shaped Earrings and silver-plated Secured with a post and back
Kraft Cellar,Kraft Cellar,"A pair of yellow open toe heels, has mid-top styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
141ROGN,WROGN,"Black solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem"
ANTS,ANTS,"Burgundy solid mid-rise accordian pleated trousers, has an elasticated waistband with slip-on closure"
141ROGN,WROGN,"Navy Blue solid T-shirt, has a polo collar, and short sleeves"
Lavie,Lavie,"Burgundy and beige colourblocked three fold wallet, has a button1 main compartment11 card holders, 1 ID card holderZip coin pocket4 slip pockets1 external pocket"
263,AURELIA,"Navy Blue yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
263,AURELIA,"Grey and golden printed kurta with palazzos and dupattaGrey and golden printed straight knee length kurta, has a round neck, three-quarter sleeves, side slitsGrey solid palazzos, has partially elasticated waistband, slip-on closureRed solid dupatta, has taping border"
Canary London,Canary London,"Navy Blue self-design jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
Canary London,Canary London,"Grey striped jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
Kraft Cellar,Kraft Cellar,"A pair of beige & black open toe sandals, has mid-top styling, ankle loop detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a block heel"
263,AURELIA,"Charcoal grey yoke design straight winter kurta, has a round neck, long sleeves, straight hem, side slits"
Aujjessa,Aujjessa,"Blue and Black striped straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
263,AURELIA,"Red and Black yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
t-base,t-base,"Navy blue and grey printed jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining"
141ROGN,WROGN,"Blue solid pullover sweatshirt, has a hood, long sleeves, 1 pocket and straight hem"
263,AURELIA,"Navy blue solid mid-rise trousers, has an elasticated waistband with slip-on closure, and one pocket"
Alina decor,Alina decor,Set content: 2 Cushion CoversColour: Sea Green and silver-tonedShape: RectanglePattern: AbstractOrnamentation: EmbellishedClosure: Zip
Bo141nBee,BownBee,"This clothing set consists of top and dhoti pantsYellow and pink colourblocked top with embroidered detail, has a halter neck, sleevelessYellow and pink solid dhoti pants, has a slip-on closure"
Shoetopia,Shoetopia,"A pair of blue open toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a comfort heel"
141ROGN,WROGN,"Mustard yellow printed T-shirt, has a round neck, and short sleeves"
141ROGN,WROGN,"Black solid jacket, has a stand collar, 5 pockets, zip closure, long sleeves, straight hem, and polyester lining"
263,AURELIA,"Sea green, white and silver printed layered kurta, has a round neck, three-quarter sleeves, and flared hem"
Studio 242,Studio Voylla,"Gold-Toned and Pink Geometric Earrings, brass-plated, and has artificial beads Secured with a post and back"
FAUSTO,FAUSTO,"A pair of round-toe brown sneakers, has regular styling, slip-on detailVelvet upperCushioned footbedTextured and patterned outsole"
Y141C,YWC,"Grey melange solid casual blazer, has a notched lapel collar, single-breasted with single button closures, long sleeves, three pockets"
Y141C,YWC,"Olive green solid blazer, has a notched lapel, single-breasted, button closures on the front, three pockets, long sleeves"
141ROGN,WROGN,"Charcoal Grey solid joggers, has an elasticated waistband with drawstring closure, 3 pockets and cuffed hem"
Lavie,Lavie,"Beige solid three fold wallet, has a button1 main compartmentMultiple card holder, 1 ID card holder4 slip pockets2 external pockets"
240,Free Authority,"Grey Batman printed T-shirt, has a round neck, and short sleeves"
263,AURELIA,"Red solid woven regular crop top with sequinned detailing, has a round neck, and three-quarter sleeves with slit sleeves and non-functional button detailing and zip closure"
Taavi,Taavi,"Special Technique/Craft:Kalamkari is a type of hand-painted or block-printed cotton textile, wherein motifs are inspired by the folklore and are hand-painted using the tool of kalam directly onto the fabric. The process involves washing, rinsing, soaking and bleaching the fabric and applying mordants and dyes using natural substances like indigo (blue), madder (red), mango bark (yellow) and palm sugar (black). Painting on the fabric is done with a kalam, charcoal and myrobalan paste.Design:Region: Andhra Pradesh and Madhya PradeshMaroonStraight kurta with Kalamkari hand-block printMandarin collarLong sleeves with roll-up tabsButton closureCraft: Kalamkari Hand block printDisclaimer:This is a handcrafted kurta and is prone to colour bleeding due to the use of natural dyes The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment."
263,AURELIA,"Green and Golden printed straight kurta with sequinned detail, has a V-neck, three-quarter sleeves, straight hem, and side slits"
141ROGN,WROGN,"Burgundy and Coffee Brown colourblocked T-shirt, has a round neck, short sleeves, and 1 pocket"
Lavie,Lavie,"Yellow solid zip around wallet, has a zip1 main compartment9 card holdersHas both zip coin pocket and non-detachable flap coin pocket"
