s_no,brand_name,description
175,Veni Vidi Vici,"Teal green solid knitted fitted crop top with gathered and tie-up detail, has a boat neck, and long sleeves"
188,Fastrack,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
221,Genie,Pink backpackNon-Padded haul loop2 main compartments with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
53,DressBerry,Pack of 2 solid shoe liners in charcoal grey and yellowEach has an elasticated mouth and a flat toe seam
222,Femmora,"Pink printed t-shirt has a round neck, short sleevesA pair of pink printed pyjamas, has an elasticated waistband"
9,Vishudh,"Peach-Coloured and gold-toned solid kurta with palazzos and dupatta Peach-Coloured and gold-toned straight calf length kurta, has a round neck, three-quarter sleeves, side slitsPeach-Coloured and gold-toned  solid palazzos, has elasticated waistband, slip-on closurePeach-Coloured and gold-toned solid dupatta, has solid border"
44,Kazo,"Black striped knitted regular top, has a round neck, and three-quarter sleeves, stretchable"
223,Fos Lighting,Type: Outdoor LampColour: BrownPattern: SolidShape: Abstract ShapedShade material: GlassBase material: Aluminium
224,FirstClap,"Green solid knee-length denim dungarees, has a waistband with belt loops, button closures on the sides, shoulder straps secured with buttons, two side pockets, one flap pocket, button fly"
225,Clovia,Nude-Coloured solid full-coverage T-shirt bra Non Padded and Non-Wired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort
222,Femmora,"Yellow night suit consists of top and pyjamasYellow  printed  top, has a round neck, short sleevesA pair of yellow printed pyjamas, has slip-on closure"
9,Vishudh,"Grey printed woven maxi %S, has a mandarin collar, three-quarter sleeves, button closure, and flounce hem"
226,ZHEIA,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
228,Style Quotient,"Blue printed woven regular top with layered detail, has shoulder straps"
227,Rajasthan Decor,Set Content: 2 pillow coversPattern: PrintedColour: Off WhiteShape: Rectangle
222,Femmora,"Peach-Coloured night suit consists of t-shirt and pyjamasPeach-Coloured  printed  t-shirt, has a round neck, short sleevesA pair of peach-coloured printed pyjamas, has slip-on closure"
159,Flying Machine,"Black solid T-shirt, has a round neck, and short sleeves, pocket print detail at the chest"
229,SG YUVRAJ,"This sherwani set consists of a sherwani, and a pair of pyjamasBlack solid sherwani, has a mandarin collar, a full button placket, long sleeves, one pocketA pair of black solid trosuers, has button closureComes with a pocket square and a brooch"
44,Kazo,"Green solid knitted regular top, has a V-neck, and short sleeves"
230,URBAN TRIBE,Blue backpack1 main compartment with zip closurePadded shoulder strap: Padded1 Stash PocketWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
9,Vishudh,"Teal embroidered Tunic, has a round neck, three-quarter sleeves, and Embroidered detail"
220,UCLA,"Black printed T-shirt, has a round neck, and short sleeves"
53,DressBerry,Pack of 2 solid shoe liners in beige and greyEach has an elasticated mouth and a flat toe seam
231,CASIO,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, CalendarStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature CASIO case"
7,Kenneth Cole,"A pair of blue peep toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 yearWarranty provided by brand/manufacturer"
129,LOCOMOTIVE,"Blue printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
232,VRINDA,Set content: Single Door curtainColour: Gold-Toned and BrownPattern: Abstract DoorLight blocking: RegularFitting: Eyelet
233,Lady Stark,"Yellow printed woven empire  top, has a keyhole neck, three-quarter sleeves, and concealed zip closure"
234,Newton,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round brass dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, metal strap with a button closureWater resistance: Water ResistantWarranty: 6 monthsWarranty provided by brand/manufacturer Comes in a signature Newton case"
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
236,Alvaro Castagnino,Multicoloured pocket square with printed detail
237,Organic Harvest,"What It Is?:Organic Harvest Unisex Anti-Wrinkle Sheet Mask 20gmWhat It Does?:OIndia's first certified organic sheet mask made with biodegradable cellulose sheets suitable for both men and womensuitable for all skin types provides a long-lasting shield of moisture. 1-2 masks are the equivalent of a week?s worth of nutritive serumFeatures:Creates a lifting effect on the skinVisibly erases fine linesDoubles up as an astringent and minimizes poresLeaves the skin feeling smooth, youthful and freshIngredients:Swiss Ice Wine, Oatmeal Extract, Tamarind Seed GumHow To Use?:Cleanse your face and gently apply the mask in such a way that the protective film is facing the outside. Smooth the mask along the contours of your face adjusting the openings for your eyes, nose and mouth. Leave it on for 15-20 minutes and then gently remove the mask. Massage your skin lightly to allow the excess formula to be absorbed or use a cotton pad to remove. For best results, use the mask 1-2 times a week.About the Brand: Organic Harvest is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly."
238,Campus,"A pair of grey & navy blue running sports shoes, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned neolite outsoleWarranty: 30 daysWarranty provided by brand/manufacturer"
25,Tokyo Talkies,"Navy Blue and Red checked woven shirt %S, has a shirt collar, long sleeves, button closure, and flared hem"
239,Be Indi,"Mustard yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
240,Free Authority,"Black printed T-shirt, has a round neck, and short sleeves"
231,CASIO,"Display: DigitalMovement: QuartzPower source: BatteryDial style: Solid round polycarbonate dialFeatures: Multi Function, Stopwatch, LED BacklightStrap style: Black regular, rubber strap with a tang closureWater resistance: 200 mWarranty: 2 yearsWarranty provided by brand/manufacturer"
241,Dennmarks,Set content: One serving tray Colour:Off White Shape: Rectangular Pattern: Printed Material: Wood
242,Voylla,Off-White and Maroon Contemporary Earrings Secured with a post and back
243,Wish Karo,"Grey embellished knitted fit and flare %S, has  shoulder straps, sleeveless, an attached lining, and flared hem"
224,FirstClap,"Off-white solid knee-length denim dungarees, has a waistband with belt loops, button closures on the sides, shoulder straps secured with buttons, two side pockets, one flap pocket, button fly"
159,Flying Machine,"Black printed T-shirt, has a round neck, and short sleeves"
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
143,Ecko Unltd,"Navy blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
53,DressBerry,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
41,Roadster,"Navy dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
220,UCLA,"Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
113,Crocs,"A pair of grey solid flip flopsSoft, flexible Matlite uppers feel broken-in from day one Croslite foam outsoles provide durable, all-day support and comfort Perfect for warm-ups, warm-downs and all-around townCushioned LiteRide foam footbedLiteRide foam insoles are super-soft, incredibly lightweight, and extraordinarily resilientPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
244,MBOSS,"Black textured sling bag, has a zip closure3 main compartments, 3 inner pocketsTablet sleeve: NoWarranty: 1 yearWarranty provided by brand owner/manufacturer"
232,VRINDA,Set content: Single Door curtainColour: BeigePattern: Floral DoorLight blocking: RegularFitting: Eyelet
235,Bodycare,Pack of 3 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here
245,Gold,"A pair of tan brown open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole"
231,CASIO,"Display: DigitalMovement: QuartzPower source: BatteryDial style: Solid round polycarbonate dialFeatures: Multi Function, Stopwatch, LED BacklightStrap style: Black regular, rubber strap with a tang closureWater resistance: 200 mWarranty: 2 yearsWarranty provided by brand/manufacturer"
242,Voylla,Gold-Toned Contemporary Earrings and brass-plated Secured with a post and back
9,Vishudh,"Grey and gold-toned printed kurta with palazzos Grey and gold-toned straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsGrey and gold-toned  Printed palazzos, has elasticated waistband, slip-on closure"
246,ELLE,"Red striped shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
186,Metro,"A pair of gold-toned open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
238,Campus,A pair of grey comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer
240,Free Authority,"White printed T-shirt, has a round neck, and short sleeves"
111,Oxolloxo,"Teal blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 patch pockets"
246,ELLE,"Olive green solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
220,UCLA,"White and Black checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
247,OBSESSIONS,Set content: One bathmatColour: BlueFabric: 100% CottonShape: RectangularPattern: Printed
246,ELLE,"Pink and Green printed woven regular  top, has a round neck, and long sleeves"
76,Puma,"A pair of blue running sports shoes, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
238,Campus,A pair of brown comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
248,Living Essence,Set content: Single Cushion CoverColour: BlueShape: SquarePattern: GeometricClosure: Concealed Zip
222,Femmora,"Peach-coloured night suit consists of top and pyjamasPeach-coloured solid top, has a round neck, short sleevesA pair of peach-coloured printed pyjamas, has slip-on closure"
24,Difference of Opinion,"Green solid T-shirt, has a round neck, printed detail and long sleeves"
249,GIORDANO,"Blue solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
250,Hi RELs,"A pair of round-toe tan derbys, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
41,Roadster,"Burgundy and white printed sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem"
41,Roadster,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
267,DDecor,Set content: 1 Queen bedsheet with 2 pillow coversQuality: RegularThread count: 140Colour: BluePattern: Abstract
219,Friskers,"Orange printed T-shirt, has a round neck and short sleeves"
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
246,ELLE,"Pink striped shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
9,Vishudh,"Blue and gold-toned solid kurta with palazzos and dupatta Blue and gold-toned straight calf length kurta, has a round neck, three-quarter sleeves, side slitsBlue and gold-toned  solid palazzos, has elasticated waistband, slip-on closureBlue and gold-toned solid dupatta, has solid border"
25,Tokyo Talkies,"Rust printed woven maxi dress, has a boat neck, three-quarter sleeves, concealed zip closure, and flared hem"
235,Bodycare,Pack of 2 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here
232,VRINDA,Set content: Single Door curtainsColour: BeigePattern: Ethnic Motifs DoorLight blocking: RegularFitting: EyeletLining: No
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
25,Tokyo Talkies,"Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, and high-low hem"
186,Metro,"A pair of brown open-toed flats, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole"
240,Free Authority,"Black printed T-shirt, has a round neck, and short sleeves"
76,Puma,Product Design DetailsA pair of round-toe blue sneakersHas regular stylingLace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer
245,Gold,Gold-Toned embellished clutch1 main compartment with button closure
112,Soumya,Set content: Single Long Door curtainColour: YellowPattern: Abstract Long DoorLight blocking: RegularFitting: EyeletLining: No
25,Tokyo Talkies,"Olive Green printed woven A-line  top, has a tie-up neck, and three-quarter sleeves"
132,HRX by Hrithik Roshan,"Product description:The HRX Performance Running Shoes from the Core 1.0 Running Collection have everything you expect from a running shoe and more. These shoes are the ultimate in comfort, support and durability.Features:-Ideal for running on roads-Designed to provide maximum support to your feet and ankle.-Breathable upper with constructed mesh keeps your feet cool and dry.-Counter clutch helps maintain a strong grip while running.-High density EVA midsole cushions impact.-High abrasion sole increases longevity and durability.-High quality EVA insole with Arc Support controls feet's natural sideways movement and provides extra stability.Weight: Mid-weightFastening : Lace upFit: Comfort"
268,INVICTUS,"Black Self Design mid-rise trousers, button closure, and 4 pockets"
246,ELLE,"Beige self design shoulder bag, has a zip closure2 main compartments, 2 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
238,Campus,"A pair of black running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 30 daysWarranty provided by brand/manufacturer"
218,Miss Chase,"White light wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
186,Metro,"A pair of copper-toned open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
159,Flying Machine,"White and red printed T-shirt, has a round neck, and short sleeves"
249,GIORDANO,"Blue solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
236,Alvaro Castagnino,Purple pocket square
218,Miss Chase,"Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
269,Evoke 1899,"Grey melange T-shirt with contrast knitted pattern, has a round neck, short sleeves and a patch pocket"
249,GIORDANO,"Yellow solid shoulder bag, has a zip closure1 main compartment, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
220,UCLA,"Black and Green printed T-shirt, has a round neck, and short sleeves"
220,UCLA,"Navy Blue printed T-shirt, has a round neck, and short sleeves"
226,ZHEIA,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
80,Marvel by Wear Your Mind,"Black and Green printed T-shirt, has a round neck, and short sleeves"
159,Flying Machine,"Navy Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
270,Newport,"Grey and Black printed T-shirt, has a round neck, and short sleeves"
25,Tokyo Talkies,"Blue and Black checked casual shirt, has a spread collar, long roll-up sleeves, button placket, and high-low hem"
271,Schwarzkopf PROFESSIONAL,What it isColor freeze hair maskWhat it doesCream-based hair mask for coloured and highlighted hairIt strengthens the hair structure to pH 4.5 with zero colour fadeProvides up to 90% colour retention and 100% colour and shineColor stabiliser protects the hair against color fading along with special UV filters that protect hair from environmental effectsReduces frizz and smoothens hair textureEnriched with amino acid that penetrates deeply to repair the inner hair structureSuitable for colour-treated hair
226,ZHEIA,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
272,Louis Philippe,"Blue striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
129,LOCOMOTIVE,"Grey light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
272,Louis Philippe,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
186,Metro,"A pair of black open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
76,Puma,"A pair of round-toe blue sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
126,Anekaant,Multicoloured textured clutch1 main compartment with twist closure
186,Metro,"A pair of gold-toned open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
186,Metro,"A pair of gold-toned open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
239,Be Indi,"Peach-Coloured woven design A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem, and front slit"
246,ELLE,"Off-white printed T-shirt, has a round neck, and sleeveless"
226,ZHEIA,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
227,Rajasthan Decor,Set content: Single bed doharUsage: AC RoomGSM: 120Colour: Off-White and bluePattern: Ethnic Motifs
273,PANIT,"Olive Green solid high-rise regular shorts with a tie-up at the waist,  has 2 pockets, and slip-on closure"
63,TAYHAA,Set content: One showpiece Colour: White Size: Medium Pattern: Textured Shape: Face statue Material: Sand Stone 
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
274,SELECTED,"Blue woven casual shirt in a patterned weave, has a spread collar, a full button placket, long sleeves, a curved hem"
273,PANIT,"Pink solid high-rise regular shorts with a tie-up at the waist, has 2 pockets, and slip-on closure"
143,Ecko Unltd,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
236,Alvaro Castagnino,"Green printed pocket square, has a solid border"
275,SOJANYA,"Taupe self design kurta with churidarTaupe self design straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-coloured solid churidar, drawstring closure"
227,Rajasthan Decor,Set content: 2 pillow coversShape: RectangularColour: Off-WhitePrint: Ethnic print
115,HERE&NOW,"Blue medium wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
246,ELLE,"Beige solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
246,ELLE,"Brown textured shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
246,ELLE,"Red solid shoulder bag, has a zip closure2 main compartments, 3 external and Multiple inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
76,Puma,"Black solid straight-fit joggers, has an elasticated waistband, two pockets, elasticated hems."
231,CASIO,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Brown regular, leather strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature CASIO case"
204,IMYOUNG,"Peach-coloured printed T-shirt, has a scoop neck, and sleeveless"
143,Ecko Unltd,"Navy blue and red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
159,Flying Machine,"Navy Blue solid T-shirt, has a polo collar, short sleeves, and 1 pocket"
237,Organic Harvest,"What It Is?:Organic Harvest Sulphate Free Acne Control Face Wash 100gWhat It Does?:Organic acne control face wash for men and women with acne prone skin is ideal for all skin types. It is enriched with vitamin e which leaves the skin smooth. It can be used every day and it is powerful yet gentle on the skin. The tendency is to over-dry and strip skin of its natural oils, actually irritating your skin and increasing the likelihood of breakouts. Having just the right face wash formula can turn that problem skin into a clear complexion. Cleanses effectively without drying skin. Cleanse the skin every day with a specially designed face wash for acne.Features:Fights acne-causing bacteriaMakes the skin clear and blemish-freeParaben-freeSulphate-freeMineral oil-freePABA and Animal ingredient-freeIngredients:Aqua, Sodium Lauryl Sarcosinate, Decyl glucoside, Melia Azadirachta Leaf Extract (Neem) and Melaleuca Alternafolia fruit extract (Tea Tree)How To Use?:Take a small amount of the product in your palm and apply thoroughly to wet face.Work up lather.Rinse thoroughly.About the Brand: Organic Harvest is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly."
235,Bodycare,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here
143,Ecko Unltd,"Grey printed casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket"
237,Organic Harvest,"What It Is?:Organic Harvest Sulphate Free 6-In-1 Face Wash 100gWhat It Does?:Organic face wash 6 in 1 has come to your rescue. A face wash that solves multiple problems like oil control, cleansing, lightening and brightening, rejuvenating, nourishment and prevents moisture loss. The face wash provides a long lasting oil controlling effect and reduces acne. It maintains the youthful glow of skin. This versatile face wash removes impurities, makes skin lighter and brighter. It is free from parabens, mineral oil, sulphate, paba and animal ingredients. It is ideal for all skin types. Just a gentle drop of this face wash will feel you the taste of heaven into your skin.Features:Removes impuritiesParaben-freeSulphate-freeMineral oil-freePABA and Animal ingredient-freeIngredients:Aqua, Sodium Lauryl Sarcosinate, Decyl glucoside, Hamamelis virginiana Extract (Witch Hazel) and Glycyrrhiza Glabra Root Extract (Liquorice), Bellis Perennis (Daisy) flower extract and Olea Europaea Leaf Extract (Olive extract)How To Use?:Take a small amount of the product in your palm and apply thoroughly to wet face. Work up lather. Rinse thoroughly.About the Brand: Organic Harvest is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly."
275,SOJANYA,"Pink woven design straight kurta, has a mandarin collar, long sleeves, straight hem, and multiple slits"
41,Roadster,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
248,Living Essence,Set content: Single Cushion CoverColour: MulticolouredShape: SquarePattern: FloralClosure: Concealed Zip
175,Veni Vidi Vici,"White solid knitted trumpet skirt, has an elasticated waistband with slip on closure, flounce hem"
159,Flying Machine,"Black printed T-shirt, has a round neck, and short sleeves"
204,IMYOUNG,"Black and grey printed T-shirt, has a scoop neck, and sleeveless"
249,GIORDANO,"Brown embellished shoulder bag with embellished detail, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
221,Genie,Charcoal grey backpackNon-Padded haul loop2 main compartments with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
143,Ecko Unltd,"Black and White solid T-shirt, has a round neck, and short sleeves"
25,Tokyo Talkies,"Blue and black checked A-line midi skirt, has an elasticated waistband with belt loops, a full button placket on the front, flared hem.Comes with a fabric belt."
220,UCLA,"Beige printed T-shirt, has a round neck, and short sleeves"
232,VRINDA,Set content: Single Door curtainsColour: RedPattern: Striped DoorLight blocking: RegularFitting: EyeletLining: No
272,Louis Philippe,"Grey solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
231,CASIO,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset Time, Date ApertureStrap style: Blue regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature CASIO case"
186,Metro,"A pair of blue open-toed heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
204,IMYOUNG,"Yellow printed T-shirt, has a scoop neck, and sleeveless"
159,Flying Machine,"Black and grey printed T-shirt, has a polo collar, and short sleeves"
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
241,Dennmarks,Set Content: 1 flower vaseColour: RedPattern: StripedShape: Bottle
9,Vishudh,"Coral Pink printed woven flared fit Palazzos, opaque, 2 pockets, and slip-on closure"
249,GIORDANO,"Maroon textured shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
272,Louis Philippe,"White striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
272,Louis Philippe,"White striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
235,Bodycare,Pack of 2 printed half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here
276,Sangria,"Off-White and golden self design woven regular top with checked pattern, has a mandarin collar, short sleeves, button closure, mock concealed button placket"
277,Divine Casa,"Set content: Reversible single bed doharUsage: AC RoomGSM: 110Colour: Black, grey and whitePattern: Geometric Dohar"
247,OBSESSIONS,Set content: 1 bath rugColour: MaroonFabric: CottonPattern: SolidShape: Rectangular
173,Red Tape,"Green striped casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
274,SELECTED,"Blue woven casual shirt in a patterned weave, has a spread collar, a full button placket, long sleeves, curved hem"
272,Louis Philippe,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
41,Roadster,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
278,Unravel India,Set Contents: 1 planter pot Colour: Green Pattern: Textured Shape: Bucket shaped Type: Table planter Material: Ceramic 
279,Steenbok,Blue striped T-shirt and has a polo collar
275,SOJANYA,"Blue solid straight kurta, has a round neck, long sleeves, asymmetric hem, and multiple slits"
280,Belle Fille,"Red sweatshirt, has an attached hood, long raglan sleeves, a zip closure on the front, two zip pockets"
41,Roadster,"Mustard yellow and black embroidered sweatshirt, has a round neck, long sleeves, two insert pockets, ribbed hem"
